customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
8869-LIHMK,no,female,0,0,0,64,1,1,fiber_optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 115.1, ""total"": ""7334.05""}",0,0
8869-TORSS,yes,female,0,0,0,48,1,0,dsl,1,0,1,1,0,0,one year,1,credit card (automatic),"{""monthly"": 60.35, ""total"": ""2896.4""}",0,0
8871-JLMHM,no,female,0,1,0,68,1,1,fiber_optic,0,1,1,1,0,0,two year,0,credit card (automatic),"{""monthly"": 90.2, ""total"": ""6297.65""}",0,0
8873-GLDMH,no,female,0,0,0,6,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 73.85, ""total"": ""401.3""}",0,0
8873-TMKGR,no,male,0,0,0,29,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.1, ""total"": ""529.5""}",0,1
8874-EJNSR,no,male,0,1,1,39,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.2, ""total"": ""987.95""}",0,1
8875-AKBYH,no,male,1,0,0,20,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 84.35, ""total"": ""1745.2""}",0,0
8878-HMWBV,yes,male,0,0,0,3,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 49.15, ""total"": ""169.05""}",0,0
8878-RYUKI,no,female,0,0,0,52,1,0,dsl,0,0,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 59.45, ""total"": ""3043.7""}",0,0
8879-XUAHX,no,male,0,1,0,71,1,1,fiber_optic,1,1,1,1,1,1,two year,1,electronic check,"{""monthly"": 116.25, ""total"": ""8564.75""}",0,0
8879-ZKJOF,no,female,0,0,0,41,1,0,dsl,1,0,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 79.85, ""total"": ""3320.75""}",0,0
8882-TLVRW,no,male,0,1,1,69,0,0,dsl,1,0,1,1,0,0,two year,0,mailed check,"{""monthly"": 39.1, ""total"": ""2779.5""}",1,0
8883-ANODQ,no,female,0,1,1,68,1,1,fiber_optic,0,1,1,0,0,0,two year,1,credit card (automatic),"{""monthly"": 84.4, ""total"": ""5746.75""}",0,0
8883-GRDWQ,no,male,1,0,0,20,1,0,dsl,1,0,0,1,0,0,one year,0,mailed check,"{""monthly"": 54.0, ""total"": ""1055.9""}",0,0
8884-ADFVN,yes,male,1,1,0,7,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 101.95, ""total"": ""700.85""}",0,0
8884-FEEWR,no,male,0,0,0,35,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 20.6, ""total"": ""754""}",0,1
8884-MRNSU,no,male,0,1,1,17,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 19.9, ""total"": ""329.75""}",0,1
8885-QSQBX,no,female,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 49.55, ""total"": ""49.55""}",0,0
8887-IPQNC,no,female,0,1,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 44.25, ""total"": ""313.45""}",0,0
8894-JVDCV,no,female,0,0,0,62,1,1,fiber_optic,1,1,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 115.05, ""total"": ""7133.45""}",0,0
8896-BQTTI,no,male,0,0,0,1,1,1,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 25.0, ""total"": ""25""}",0,1
8896-RAZCR,no,female,0,0,1,44,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.9, ""total"": ""868.1""}",0,1
8898-KASCD,no,male,0,0,0,39,0,0,dsl,0,0,1,1,0,0,one year,0,mailed check,"{""monthly"": 35.55, ""total"": ""1309.15""}",1,0
8901-HJXTF,yes,female,0,1,1,12,0,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 29.2, ""total"": ""309.1""}",1,0
8901-UPRHR,no,female,0,1,1,72,1,1,fiber_optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 109.2, ""total"": ""7711.45""}",0,0
8902-ZEOVF,no,male,0,1,1,47,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.05, ""total"": ""951.55""}",0,1
8903-WMRNW,no,female,0,1,0,15,1,0,fiber_optic,1,0,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 101.75, ""total"": ""1669.4""}",0,0
8903-XEBGX,no,male,0,0,1,2,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 55.3, ""total"": ""108.65""}",0,0
8904-OPDCK,no,male,1,1,0,54,0,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 24.95, ""total"": ""1364.75""}",1,0
8905-IAZPF,no,female,0,1,0,69,1,0,fiber_optic,0,1,0,0,1,1,one year,1,credit card (automatic),"{""monthly"": 95.65, ""total"": ""6744.2""}",0,0
8908-NMQTX,no,male,0,0,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 65.6, ""total"": ""4566.5""}",1,0
8908-SLFCJ,no,female,0,0,0,21,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 20.85, ""total"": ""435.25""}",0,1
8909-BOLNL,no,male,0,0,0,3,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 21.2, ""total"": ""52.05""}",0,1
8910-ICHIU,no,female,0,0,0,46,1,0,fiber_optic,1,1,1,0,1,0,one year,1,credit card (automatic),"{""monthly"": 95.65, ""total"": ""4664.2""}",0,0
8910-LEDAG,no,male,1,1,0,34,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 71.55, ""total"": ""2427.35""}",0,0
8914-RBTSB,yes,male,0,1,0,31,1,1,fiber_optic,0,1,1,0,1,0,month-to-month,0,electronic check,"{""monthly"": 93.8, ""total"": ""3019.5""}",0,0
8915-NNTRC,no,male,0,1,1,72,1,1,fiber_optic,1,1,0,1,1,1,two year,1,credit card (automatic),"{""monthly"": 107.7, ""total"": ""7919.8""}",0,0
8917-FAEMR,no,female,0,0,0,37,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.85, ""total"": ""784.25""}",0,1
8917-SZTTJ,no,male,0,1,1,60,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.65, ""total"": ""1161.75""}",0,1
8919-FYFQZ,yes,male,1,1,0,44,0,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 30.35, ""total"": ""1359.7""}",1,0
8920-NAVAY,no,male,1,0,0,62,1,1,fiber_optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 110.75, ""total"": ""7053.35""}",0,0
8920-VTVET,nan,female,0,0,0,68,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 20.05, ""total"": ""1386.9""}",0,1
8922-LIEGH,yes,female,1,0,0,25,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 89.7, ""total"": ""2187.55""}",0,0
8922-NPKBJ,no,male,0,1,1,42,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.35, ""total"": ""867.3""}",0,1
8929-KSWIH,no,male,0,0,0,25,1,0,fiber_optic,0,0,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 99.3, ""total"": ""2513.5""}",0,0
8930-XOTDP,no,female,0,1,1,18,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,"{""monthly"": 55.95, ""total"": ""1082.8""}",0,0
8931-GJJIQ,yes,female,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 83.3, ""total"": ""803.3""}",0,0
8932-CZHRQ,no,male,0,0,0,68,1,1,dsl,1,1,1,0,0,1,one year,0,credit card (automatic),"{""monthly"": 76.75, ""total"": ""5233.25""}",0,0
8933-FSHGW,nan,female,1,1,0,25,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.3, ""total"": ""1813.1""}",0,0
8937-FVBIE,nan,male,0,1,0,67,1,0,fiber_optic,1,1,0,0,0,1,one year,1,credit card (automatic),"{""monthly"": 90.6, ""total"": ""6056.15""}",0,0
8937-RDTHP,yes,male,0,0,0,1,1,0,fiber_optic,1,0,0,0,0,1,month-to-month,1,mailed check,"{""monthly"": 84.6, ""total"": ""84.6""}",0,0
8938-UMKPI,yes,female,0,0,0,47,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 106.4, ""total"": ""5127.95""}",0,0
8939-ORHIW,nan,male,0,1,1,34,0,0,dsl,0,0,1,1,1,0,month-to-month,1,electronic check,"{""monthly"": 44.85, ""total"": ""1442.6""}",1,0
8942-DBMHZ,no,male,0,0,0,12,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.45, ""total"": ""255.35""}",0,1
8943-URTMR,yes,female,0,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,mailed check,"{""monthly"": 79.65, ""total"": ""152.7""}",0,0
8944-AILEF,no,male,0,1,0,15,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 19.45, ""total"": ""340.85""}",0,1
8945-GRKHX,yes,female,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 78.65, ""total"": ""78.65""}",0,0
8945-MUQUF,yes,male,0,0,0,51,1,1,fiber_optic,1,1,0,0,1,0,one year,1,electronic check,"{""monthly"": 94.8, ""total"": ""4837.6""}",0,0
8946-BFWSG,no,male,0,1,1,63,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.25, ""total"": ""1573.05""}",0,1
8947-YRTDV,no,male,0,1,1,32,1,0,fiber_optic,1,1,1,0,0,1,one year,0,mailed check,"{""monthly"": 94.8, ""total"": ""3131.55""}",0,0
8949-JTMAY,yes,female,0,0,0,29,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 98.6, ""total"": ""2933.2""}",0,0
8950-MTZNV,no,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 44.95, ""total"": ""44.95""}",0,0
8952-WCVCD,no,female,0,1,0,41,1,0,fiber_optic,1,1,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 104.45, ""total"": ""4162.05""}",0,0
8954-HKVWG,nan,female,0,1,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 44.6, ""total"": ""80.55""}",0,0
8957-THMOA,no,female,0,0,1,50,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 20.15, ""total"": ""970.85""}",0,1
8958-JPTRR,no,female,0,1,0,56,1,1,no,0,0,0,0,0,0,one year,0,electronic check,"{""monthly"": 24.3, ""total"": ""1261.7""}",0,1
8961-QDZZJ,no,female,0,1,1,57,1,0,fiber_optic,0,1,0,0,1,1,one year,1,electronic check,"{""monthly"": 95.0, ""total"": ""5535.8""}",0,0
8963-JLGJT,no,male,0,0,1,3,1,0,dsl,1,0,1,0,0,0,month-to-month,0,mailed check,"{""monthly"": 55.9, ""total"": ""157.55""}",0,0
8963-MQVYN,no,female,0,0,1,22,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 20.55, ""total"": ""469.85""}",0,1
8966-KZXXA,no,male,0,1,1,36,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 25.1, ""total"": ""930.95""}",0,1
8966-OIQHG,no,female,0,1,1,22,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 20.75, ""total"": ""452.35""}",0,1
8966-SNIZF,no,female,0,1,0,70,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 19.45, ""total"": ""1303.5""}",0,1
8967-SZQAS,no,female,0,0,0,14,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 50.45, ""total"": ""765.45""}",0,0
8969-PRHFK,no,male,0,0,0,18,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.65, ""total"": ""411.25""}",0,1
8970-ANWXO,no,female,0,0,0,23,1,1,dsl,0,0,0,1,1,1,one year,1,mailed check,"{""monthly"": 73.75, ""total"": ""1756.6""}",0,0
8972-HJWNV,yes,female,1,1,0,7,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 84.55, ""total"": ""646.85""}",0,0
8974-OVACP,no,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.15, ""total"": ""20.15""}",0,1
8975-SKGRX,no,male,0,1,0,71,1,1,fiber_optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 116.1, ""total"": ""8310.55""}",0,0
8976-OQHGT,yes,female,0,1,1,4,1,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,"{""monthly"": 56.5, ""total"": ""235.1""}",0,0
8977-NIXDF,nan,male,0,1,1,9,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.6, ""total"": ""197.4""}",0,1
8979-CAMGB,no,male,1,0,0,64,1,1,fiber_optic,0,0,1,1,1,1,one year,0,electronic check,"{""monthly"": 102.1, ""total"": ""6688.1""}",0,0
8980-WQFWL,no,female,0,0,0,35,1,0,dsl,0,0,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 62.1, ""total"": ""2096.1""}",0,0
8981-FJGLA,no,male,0,0,1,11,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,mailed check,"{""monthly"": 78.0, ""total"": ""851.8""}",0,0
8982-NHAVY,no,male,0,0,0,27,1,1,fiber_optic,0,0,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 100.5, ""total"": ""2673.45""}",0,0
8984-EYLLL,no,male,0,1,0,64,1,1,fiber_optic,0,1,0,1,1,1,two year,1,electronic check,"{""monthly"": 105.25, ""total"": ""6823.4""}",0,0
8984-HPEMB,no,female,0,0,0,71,1,1,fiber_optic,1,1,1,1,1,1,two year,1,electronic check,"{""monthly"": 118.65, ""total"": ""8477.6""}",0,0
8985-OOPOS,no,female,0,0,0,1,1,0,dsl,0,0,1,1,1,1,one year,0,credit card (automatic),"{""monthly"": 74.1, ""total"": ""74.1""}",0,0
8988-ECPJR,yes,female,1,1,1,34,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 79.6, ""total"": ""2718.3""}",0,0
8990-YOZLV,no,female,0,0,0,69,1,1,dsl,1,1,0,1,0,0,two year,1,mailed check,"{""monthly"": 66.9, ""total"": ""4577.9""}",0,0
8990-ZXLSU,no,female,0,0,0,9,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 69.05, ""total"": ""651.5""}",0,0
8992-CEUEN,no,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 18.85, ""total"": ""18.85""}",0,1
8992-JQYUN,yes,male,0,1,0,1,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 50.35, ""total"": ""50.35""}",1,0
8992-OBVDG,no,male,0,0,0,21,1,0,dsl,0,0,1,0,0,1,month-to-month,0,mailed check,"{""monthly"": 61.65, ""total"": ""1393.6""}",0,0
8992-VONJD,no,female,0,0,1,13,1,0,dsl,1,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 56.0, ""total"": ""764.55""}",0,0
8993-IZEUX,no,male,0,0,0,7,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 69.15, ""total"": ""488.65""}",0,0
8993-PHFWD,yes,female,0,0,0,3,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 25.25, ""total"": ""58.9""}",1,0
8996-ZROXE,no,male,1,0,0,57,1,0,dsl,0,0,1,1,0,0,one year,1,electronic check,"{""monthly"": 53.5, ""total"": ""3035.8""}",0,0
8999-BOHSE,yes,female,1,0,0,11,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 89.7, ""total"": ""1047.7""}",0,0
8999-EXMNO,no,female,0,1,1,19,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.15, ""total"": ""387.7""}",0,1
8999-XXGNS,no,female,1,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,one year,1,credit card (automatic),"{""monthly"": 105.75, ""total"": ""7629.85""}",0,0
8999-YPYBV,no,male,0,1,1,45,1,0,dsl,1,1,1,1,1,1,two year,1,mailed check,"{""monthly"": 84.35, ""total"": ""3858.05""}",0,0
9000-PLFUZ,no,female,1,1,0,60,0,0,dsl,0,1,0,0,1,1,two year,1,credit card (automatic),"{""monthly"": 49.45, ""total"": ""2907.55""}",1,0
9003-CPATH,no,male,0,0,0,42,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 79.9, ""total"": ""3313.4""}",0,0
9013-AQORL,no,female,0,0,1,48,0,0,dsl,0,1,1,0,0,1,month-to-month,0,credit card (automatic),"{""monthly"": 45.55, ""total"": ""2108.35""}",1,0
9018-PCIOK,no,female,0,0,0,55,1,0,dsl,0,1,1,0,0,1,two year,1,mailed check,"{""monthly"": 64.75, ""total"": ""3617.1""}",0,0
9019-QVLZD,yes,female,0,0,0,1,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,0,electronic check,"{""monthly"": 79.55, ""total"": ""79.55""}",0,0
9025-AOMKI,yes,female,0,0,0,6,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 93.55, ""total"": ""536.4""}",0,0
9025-ZRPVR,yes,male,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 18.95, ""total"": ""185.6""}",0,1
9026-LHEVG,no,female,0,0,0,9,0,0,dsl,0,1,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 40.75, ""total"": ""359.4""}",1,0
9026-RNUJS,yes,male,1,0,0,5,1,0,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 50.35, ""total"": ""237.25""}",0,0
9027-TMATR,no,female,0,1,0,43,1,0,dsl,1,0,1,1,1,1,two year,1,electronic check,"{""monthly"": 78.8, ""total"": ""3460.3""}",0,0
9027-YFHQJ,no,male,0,0,0,7,1,1,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 25.05, ""total"": ""152.95""}",0,1
9028-LIHRP,no,male,0,1,1,71,1,0,fiber_optic,1,1,1,1,1,0,two year,0,credit card (automatic),"{""monthly"": 100.2, ""total"": ""7209""}",0,0
9029-FEGVJ,no,female,1,1,0,32,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,0,mailed check,"{""monthly"": 79.3, ""total"": ""2570""}",0,0
9030-QGZNL,no,female,0,0,0,8,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.85, ""total"": ""161.65""}",0,1
9031-ZVQPT,no,male,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two year,1,electronic check,"{""monthly"": 108.2, ""total"": ""7840.6""}",0,0
9033-EOXWV,yes,female,0,0,0,12,1,1,dsl,0,0,0,1,1,1,one year,0,mailed check,"{""monthly"": 74.05, ""total"": ""872.65""}",0,0
9036-CSKBW,no,female,0,0,0,51,1,1,fiber_optic,1,1,1,0,1,1,one year,0,bank transfer (automatic),"{""monthly"": 107.45, ""total"": ""5680.9""}",0,0
9039-RBEEE,yes,male,0,0,0,39,0,0,dsl,1,1,0,1,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 48.95, ""total"": ""1880.85""}",1,0
9039-ZVJDC,no,male,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 19.1, ""total"": ""53.05""}",0,1
9040-KZVWO,no,male,0,0,0,26,1,0,fiber_optic,0,1,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 75.5, ""total"": ""2018.1""}",0,0
9046-DQMTP,no,male,0,0,0,35,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 20.75, ""total"": ""739.9""}",0,1
9046-JBFWA,no,male,0,0,1,27,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.15, ""total"": ""537.35""}",0,1
9048-JVYVF,yes,male,0,0,0,3,1,0,dsl,0,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 69.35, ""total"": ""191.35""}",0,0
9050-IKDZA,no,female,1,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,0,mailed check,"{""monthly"": 81.5, ""total"": ""162.55""}",0,0
9050-QLROH,yes,male,0,0,0,18,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,1,credit card (automatic),"{""monthly"": 90.7, ""total"": ""1597.25""}",0,0
9052-DHNKM,no,male,0,0,0,26,1,1,dsl,1,1,0,0,0,0,one year,0,electronic check,"{""monthly"": 61.55, ""total"": ""1581.95""}",0,0
9052-VKDUW,no,female,1,1,0,65,1,1,fiber_optic,1,1,1,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 109.4, ""total"": ""7227.45""}",0,0
9053-EJUNL,no,male,0,0,0,41,1,1,fiber_optic,0,1,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 89.2, ""total"": ""3645.75""}",0,0
9053-JZFKV,yes,male,0,0,0,67,1,1,fiber_optic,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 116.2, ""total"": ""7752.3""}",0,0
9054-FOWNV,no,male,0,1,1,22,1,1,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic check,"{""monthly"": 88.75, ""total"": ""1885.15""}",0,0
9055-MOJJJ,no,female,0,1,1,64,1,0,dsl,1,0,0,1,1,0,one year,0,mailed check,"{""monthly"": 65.8, ""total"": ""4068""}",0,0
9057-MSWCO,yes,male,1,1,0,27,0,0,dsl,1,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 30.75, ""total"": ""805.1""}",1,0
9057-SIHCH,yes,female,0,0,0,3,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 96.6, ""total"": ""291.9""}",0,0
9058-CBREO,yes,female,1,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 50.55, ""total"": ""50.55""}",0,0
9058-HRZSV,no,female,1,1,0,65,1,0,fiber_optic,1,1,1,0,0,1,month-to-month,0,electronic check,"{""monthly"": 94.4, ""total"": ""6126.15""}",0,0
9058-MJLZC,no,female,0,0,0,24,1,0,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.6, ""total"": ""2283.15""}",0,0
9060-HJJRW,no,female,0,0,0,51,0,0,dsl,0,1,1,0,1,1,one year,1,credit card (automatic),"{""monthly"": 56.4, ""total"": ""2928.5""}",1,0
9061-TIHDA,yes,male,1,1,0,13,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 95.25, ""total"": ""1233.65""}",0,0
9063-ZGTUY,yes,female,0,1,1,61,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 19.4, ""total"": ""1182.55""}",0,1
9065-ZCPQX,no,male,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,0,bank transfer (automatic),"{""monthly"": 78.85, ""total"": ""5763.15""}",0,0
9066-QRSDU,no,female,0,1,0,69,1,1,no,0,0,0,0,0,0,one year,1,electronic check,"{""monthly"": 26.3, ""total"": ""1763.55""}",0,1
9067-SQTNS,no,male,0,1,1,44,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 20.6, ""total"": ""926""}",0,1
9067-YGSCA,no,female,0,0,0,70,1,1,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 26.05, ""total"": ""1856.4""}",0,1
9068-FHQHD,no,female,0,1,1,40,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 20.15, ""total"": ""777.35""}",0,1
9068-VPWQQ,no,male,0,1,0,61,1,1,dsl,1,0,1,1,0,1,two year,0,credit card (automatic),"{""monthly"": 75.35, ""total"": ""4729.3""}",0,0
9069-LGEUL,no,male,0,1,0,23,1,0,dsl,1,0,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 59.95, ""total"": ""1406""}",0,0
9070-BCKQP,no,female,0,1,0,72,1,1,fiber_optic,1,0,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 110.15, ""total"": ""7881.2""}",0,0
9073-ZZIAY,no,male,0,1,1,62,1,0,dsl,1,1,1,1,1,1,two year,0,electronic check,"{""monthly"": 86.1, ""total"": ""5215.25""}",0,0
9074-KGVOX,no,male,0,1,1,50,0,0,dsl,1,0,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 39.45, ""total"": ""2021.35""}",1,0
9076-AXYIK,no,male,1,1,0,64,1,1,fiber_optic,0,0,1,1,1,1,two year,0,electronic check,"{""monthly"": 102.1, ""total"": ""6538.45""}",0,0
9078-GDRPJ,nan,female,0,1,1,63,1,1,fiber_optic,1,1,1,0,1,0,month-to-month,1,electronic check,"{""monthly"": 100.55, ""total"": ""6215.35""}",0,0
9079-LWTFD,no,male,0,0,0,47,1,1,fiber_optic,1,1,0,1,1,0,month-to-month,0,mailed check,"{""monthly"": 100.75, ""total"": ""4669.2""}",0,0
9079-YEXQJ,yes,female,0,0,0,54,1,1,fiber_optic,0,1,1,1,1,1,month-to-month,0,electronic check,"{""monthly"": 111.1, ""total"": ""6014.85""}",0,0
9081-WWXKP,no,female,0,1,1,47,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 20.25, ""total"": ""873.4""}",0,1
9084-OAYKL,no,male,0,0,0,58,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.8, ""total"": ""1212.25""}",0,1
9086-YJYXS,no,male,0,1,1,34,1,1,dsl,0,0,1,0,1,1,one year,0,bank transfer (automatic),"{""monthly"": 77.2, ""total"": ""2753.8""}",0,0
9087-EYCPR,no,female,0,0,0,60,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.0, ""total"": ""1505.05""}",0,1
9089-UOWJG,no,female,0,1,1,12,1,0,dsl,0,0,1,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 58.35, ""total"": ""740.55""}",0,0
9090-SGQXL,yes,male,1,1,0,68,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 105.3, ""total"": ""7299.65""}",0,0
9091-WTUUY,no,male,0,1,1,64,1,0,dsl,1,0,1,1,1,0,two year,0,mailed check,"{""monthly"": 69.25, ""total"": ""4447.75""}",0,0
9092-GDZKO,no,male,0,0,0,22,1,1,no,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 24.85, ""total"": ""493.4""}",0,1
